"MEASURE" "ACTIVITY" "SUBJECT" "AVERAGE"
"Body Acceleration Jerk Magnetic-mean()" "STANDING" 28 -0.959551987468354
"Body Acceleration Jerk Magnetic-mean()" "STANDING" 29 -0.990785419538462
"Body Acceleration Jerk Magnetic-mean()" "STANDING" 30 -0.971225190169491
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 1 -0.141428809031579
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 2 -0.281424153881356
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 3 -0.280009317413793
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 4 -0.366700879833333
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 5 -0.288333024071429
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 6 -0.195117026052632
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 7 -0.192948900438596
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 8 -0.0668322430433333
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 9 -0.203733615519231
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 10 -0.132624992298283
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 11 -0.402333202033898
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 12 -0.144064922688
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 13 -0.133205034736842
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 14 -0.377293155084746
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 15 -0.320129322962963
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 16 -0.363144483529412
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 17 -0.301093269180328
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 18 -0.379269262142857
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 19 0.109450990201923
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 20 -0.0429359302764706
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 21 -0.148138991523077
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 22 0.02291996735
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 23 -0.0670819655881356
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 24 -0.399722201034483
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 25 -0.538291424594595
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 26 -0.290758024915254
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 27 -0.230500549298246
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 28 -0.299223359444444
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 29 -0.240231677415094
"Body Acceleration Jerk Magnetic-mean()" "WALKING" 30 -0.352111713846154
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 1 -0.0894474807979592
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 2 0.00565516335106383
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 3 -0.205239246653061
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 4 -0.228851413747333
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 5 -0.0637528559361702
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 6 0.10384507225
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 7 -0.170319619372979
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 8 0.262628490268421
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 9 -0.16237608927619
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 10 0.0507010228431579
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 11 -0.198206139934783
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 12 -0.107091019565217
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 13 -0.127926051502128
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 14 0.0353601375466667
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 15 -0.0372666071540476
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 16 -0.165908810808511
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 17 -0.221631694184783
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 18 -0.466516044
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 19 0.434490400974359
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 20 -0.0612699838466667
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 21 -0.0802241799933333
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 22 -0.0179784626888889
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 23 0.112982475627778
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 24 -0.263106944836364
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 25 -0.50048333137931
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 26 -0.1488562664
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 27 -0.115421210625
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 28 -0.0707560279130435
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 29 -0.138637624454167
"Body Acceleration Jerk Magnetic-mean()" "WALKING_DOWNSTAIRS" 30 -0.293738801622581
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 1 -0.466503446226415
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 2 -0.321268911041667
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 3 -0.436901159491525
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 4 -0.400922254807692
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 5 -0.247403476914894
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 6 -0.207379799254902
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 7 -0.458695232352941
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 8 -0.141494613465854
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 9 -0.440667540204082
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 10 -0.262038042446809
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 11 -0.509587701296296
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 12 -0.432469300961538
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 13 -0.456190454
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 14 -0.28366383592037
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 15 -0.316050382083333
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 16 -0.48321905
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 17 -0.357233897916667
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 18 -0.601463948275862
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 19 -0.114189605875
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 20 -0.255611242098039
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 21 -0.355047693617021
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 22 -0.0957840344357143
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 23 -0.311143885098039
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 24 -0.488487620508475
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 25 -0.679160843538462
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 26 -0.404463896363636
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 27 -0.479067422156863
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 28 -0.388086248235294
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 29 -0.344324833061224
"Body Acceleration Jerk Magnetic-mean()" "WALKING_UPSTAIRS" 30 -0.596600099538461
"Body Acceleration Jerk Magnetic-std()" "LAYING" 1 -0.9282456284
"Body Acceleration Jerk Magnetic-std()" "LAYING" 2 -0.98551807625
"Body Acceleration Jerk Magnetic-std()" "LAYING" 3 -0.976121297903226
"Body Acceleration Jerk Magnetic-std()" "LAYING" 4 -0.960786430740741
"Body Acceleration Jerk Magnetic-std()" "LAYING" 5 -0.977477145384615
"Body Acceleration Jerk Magnetic-std()" "LAYING" 6 -0.950341934385965
"Body Acceleration Jerk Magnetic-std()" "LAYING" 7 -0.967310932307692
"Body Acceleration Jerk Magnetic-std()" "LAYING" 8 -0.962954517222222
"Body Acceleration Jerk Magnetic-std()" "LAYING" 9 -0.9550268052
"Body Acceleration Jerk Magnetic-std()" "LAYING" 10 -0.967556980689655
"Body Acceleration Jerk Magnetic-std()" "LAYING" 11 -0.976504858596491
"Body Acceleration Jerk Magnetic-std()" "LAYING" 12 -0.962580915166667
"Body Acceleration Jerk Magnetic-std()" "LAYING" 13 -0.980066243387097
"Body Acceleration Jerk Magnetic-std()" "LAYING" 14 -0.966450909019608
"Body Acceleration Jerk Magnetic-std()" "LAYING" 15 -0.973644462777778
"Body Acceleration Jerk Magnetic-std()" "LAYING" 16 -0.987891003571429
"Body Acceleration Jerk Magnetic-std()" "LAYING" 17 -0.980126745352113
"Body Acceleration Jerk Magnetic-std()" "LAYING" 18 -0.989526277538462
"Body Acceleration Jerk Magnetic-std()" "LAYING" 19 -0.980668287831325
"Body Acceleration Jerk Magnetic-std()" "LAYING" 20 -0.980161687058824
"Body Acceleration Jerk Magnetic-std()" "LAYING" 21 -0.978552618777778
"Body Acceleration Jerk Magnetic-std()" "LAYING" 22 -0.959849821805556
"Body Acceleration Jerk Magnetic-std()" "LAYING" 23 -0.986685651527778
"Body Acceleration Jerk Magnetic-std()" "LAYING" 24 -0.983605927361111
"Body Acceleration Jerk Magnetic-std()" "LAYING" 25 -0.961931605342466
"Body Acceleration Jerk Magnetic-std()" "LAYING" 26 -0.989101949473684
"Body Acceleration Jerk Magnetic-std()" "LAYING" 27 -0.988586771351351
"Body Acceleration Jerk Magnetic-std()" "LAYING" 28 -0.973312647875
"Body Acceleration Jerk Magnetic-std()" "LAYING" 29 -0.994646916811594
"Body Acceleration Jerk Magnetic-std()" "LAYING" 30 -0.969642290285714
"Body Acceleration Jerk Magnetic-std()" "SITTING" 1 -0.984120024042553
"Body Acceleration Jerk Magnetic-std()" "SITTING" 2 -0.984475868043478
"Body Acceleration Jerk Magnetic-std()" "SITTING" 3 -0.966550084230769
"Body Acceleration Jerk Magnetic-std()" "SITTING" 4 -0.9625491104
"Body Acceleration Jerk Magnetic-std()" "SITTING" 5 -0.965757731590909
"Body Acceleration Jerk Magnetic-std()" "SITTING" 6 -0.948181827818182
"Body Acceleration Jerk Magnetic-std()" "SITTING" 7 -0.970243274166667
"Body Acceleration Jerk Magnetic-std()" "SITTING" 8 -0.980667377391304
"Body Acceleration Jerk Magnetic-std()" "SITTING" 9 -0.9517802432
"Body Acceleration Jerk Magnetic-std()" "SITTING" 10 -0.985209856296296
"Body Acceleration Jerk Magnetic-std()" "SITTING" 11 -0.974511726792453
"Body Acceleration Jerk Magnetic-std()" "SITTING" 12 -0.972745892745098
"Body Acceleration Jerk Magnetic-std()" "SITTING" 13 -0.988813098163265
"Body Acceleration Jerk Magnetic-std()" "SITTING" 14 -0.973343388888889
"Body Acceleration Jerk Magnetic-std()" "SITTING" 15 -0.984639018474576
"Body Acceleration Jerk Magnetic-std()" "SITTING" 16 -0.983615334057971
"Body Acceleration Jerk Magnetic-std()" "SITTING" 17 -0.99144649921875
"Body Acceleration Jerk Magnetic-std()" "SITTING" 18 -0.991159350526316
"Body Acceleration Jerk Magnetic-std()" "SITTING" 19 -0.984205184931507
"Body Acceleration Jerk Magnetic-std()" "SITTING" 20 -0.972537871515151
"Body Acceleration Jerk Magnetic-std()" "SITTING" 21 -0.986520865058824
"Body Acceleration Jerk Magnetic-std()" "SITTING" 22 -0.968576776774194
"Body Acceleration Jerk Magnetic-std()" "SITTING" 23 -0.973668776323529
"Body Acceleration Jerk Magnetic-std()" "SITTING" 24 -0.985418456176471
"Body Acceleration Jerk Magnetic-std()" "SITTING" 25 -0.988311804923077
"Body Acceleration Jerk Magnetic-std()" "SITTING" 26 -0.989986111666667
"Body Acceleration Jerk Magnetic-std()" "SITTING" 27 -0.989200539571429
"Body Acceleration Jerk Magnetic-std()" "SITTING" 28 -0.970301646111111
"Body Acceleration Jerk Magnetic-std()" "SITTING" 29 -0.990531729333333
"Body Acceleration Jerk Magnetic-std()" "SITTING" 30 -0.98605764
"Body Acceleration Jerk Magnetic-std()" "STANDING" 1 -0.993096209433962
"Body Acceleration Jerk Magnetic-std()" "STANDING" 2 -0.976675280185185
"Body Acceleration Jerk Magnetic-std()" "STANDING" 3 -0.948770043278689
"Body Acceleration Jerk Magnetic-std()" "STANDING" 4 -0.958159482142857
"Body Acceleration Jerk Magnetic-std()" "STANDING" 5 -0.942962047678571
"Body Acceleration Jerk Magnetic-std()" "STANDING" 6 -0.956099145964912
"Body Acceleration Jerk Magnetic-std()" "STANDING" 7 -0.968566356037736
"Body Acceleration Jerk Magnetic-std()" "STANDING" 8 -0.979932239074074
"Body Acceleration Jerk Magnetic-std()" "STANDING" 9 -0.963764177777778
"Body Acceleration Jerk Magnetic-std()" "STANDING" 10 -0.952058214545455
"Body Acceleration Jerk Magnetic-std()" "STANDING" 11 -0.988853960638298
"Body Acceleration Jerk Magnetic-std()" "STANDING" 12 -0.962678857213115
"Body Acceleration Jerk Magnetic-std()" "STANDING" 13 -0.981865616666667
"Body Acceleration Jerk Magnetic-std()" "STANDING" 14 -0.970437182833333
"Body Acceleration Jerk Magnetic-std()" "STANDING" 15 -0.979994800566038
"Body Acceleration Jerk Magnetic-std()" "STANDING" 16 -0.986761550641026
"Body Acceleration Jerk Magnetic-std()" "STANDING" 17 -0.990363248205128
"Body Acceleration Jerk Magnetic-std()" "STANDING" 18 -0.986015285890411
"Body Acceleration Jerk Magnetic-std()" "STANDING" 19 -0.979640838082192
"Body Acceleration Jerk Magnetic-std()" "STANDING" 20 -0.938454372328767
"Body Acceleration Jerk Magnetic-std()" "STANDING" 21 -0.97160651494382
"Body Acceleration Jerk Magnetic-std()" "STANDING" 22 -0.958825095396825
"Body Acceleration Jerk Magnetic-std()" "STANDING" 23 -0.974811528235294
"Body Acceleration Jerk Magnetic-std()" "STANDING" 24 -0.973108343043478
"Body Acceleration Jerk Magnetic-std()" "STANDING" 25 -0.982637080945946
"Body Acceleration Jerk Magnetic-std()" "STANDING" 26 -0.982626252972973
"Body Acceleration Jerk Magnetic-std()" "STANDING" 27 -0.98415908975
"Body Acceleration Jerk Magnetic-std()" "STANDING" 28 -0.954068391518987
"Body Acceleration Jerk Magnetic-std()" "STANDING" 29 -0.990495689538462
"Body Acceleration Jerk Magnetic-std()" "STANDING" 30 -0.950762271186441
"Body Acceleration Jerk Magnetic-std()" "WALKING" 1 -0.0744717500625263
"Body Acceleration Jerk Magnetic-std()" "WALKING" 2 -0.164150985127119
"Body Acceleration Jerk Magnetic-std()" "WALKING" 3 -0.139916355325862
"Body Acceleration Jerk Magnetic-std()" "WALKING" 4 -0.316918956
"Body Acceleration Jerk Magnetic-std()" "WALKING" 5 -0.282242276785714
"Body Acceleration Jerk Magnetic-std()" "WALKING" 6 -0.0706029648421053
"Body Acceleration Jerk Magnetic-std()" "WALKING" 7 -0.027557329277193
"Body Acceleration Jerk Magnetic-std()" "WALKING" 8 -0.184571053979167
"Body Acceleration Jerk Magnetic-std()" "WALKING" 9 -0.317113487115385
"Body Acceleration Jerk Magnetic-std()" "WALKING" 10 0.037608338009434
"Body Acceleration Jerk Magnetic-std()" "WALKING" 11 -0.403141284745763
"Body Acceleration Jerk Magnetic-std()" "WALKING" 12 -0.02028505044
"Body Acceleration Jerk Magnetic-std()" "WALKING" 13 -0.131788528797719
"Body Acceleration Jerk Magnetic-std()" "WALKING" 14 -0.439746918474576
"Body Acceleration Jerk Magnetic-std()" "WALKING" 15 -0.310071425166667
"Body Acceleration Jerk Magnetic-std()" "WALKING" 16 -0.403386563921569
"Body Acceleration Jerk Magnetic-std()" "WALKING" 17 -0.275672786229508
"Body Acceleration Jerk Magnetic-std()" "WALKING" 18 -0.42541866125
"Body Acceleration Jerk Magnetic-std()" "WALKING" 19 0.0356558788076923
"Body Acceleration Jerk Magnetic-std()" "WALKING" 20 0.0210765716843137
"Body Acceleration Jerk Magnetic-std()" "WALKING" 21 -0.0838487968942308
"Body Acceleration Jerk Magnetic-std()" "WALKING" 22 0.111532924945652
"Body Acceleration Jerk Magnetic-std()" "WALKING" 23 -0.0268194363050847
"Body Acceleration Jerk Magnetic-std()" "WALKING" 24 -0.409824562586207
"Body Acceleration Jerk Magnetic-std()" "WALKING" 25 -0.542870062567568
"Body Acceleration Jerk Magnetic-std()" "WALKING" 26 -0.279350754237288
"Body Acceleration Jerk Magnetic-std()" "WALKING" 27 -0.266138940350877
"Body Acceleration Jerk Magnetic-std()" "WALKING" 28 -0.390449724259259
"Body Acceleration Jerk Magnetic-std()" "WALKING" 29 -0.133036273622642
"Body Acceleration Jerk Magnetic-std()" "WALKING" 30 -0.353751020923077
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 1 -0.0257877197081633
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 2 0.22961718512766
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 3 -0.0926324494530612
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 4 -0.216858921977778
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 5 -0.0292570509829787
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 6 0.209502174375
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 7 0.0901836280510638
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 8 0.2534082561
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 9 0.039907818552381
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 10 0.110877231263158
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 11 -0.127017223413043
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 12 0.0655781271934783
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 13 -0.0433959844
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 14 0.194708838913556
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 15 0.159631710516667
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 16 -0.0783498875595745
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 17 -0.206576683876087
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 18 -0.3825173332
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 19 0.450612065720513
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 20 0.0467185842571111
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 21 0.0952339404955556
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 22 -0.0337640982530556
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 23 0.292087200087037
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 24 -0.143501970018182
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 25 -0.482976929827586
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 26 -0.111303956316
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 27 -0.0386367422818182
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 28 -0.0418872609934783
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 29 -0.0307693372041667
"Body Acceleration Jerk Magnetic-std()" "WALKING_DOWNSTAIRS" 30 -0.125283184512903
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 1 -0.478991622075472
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 2 -0.21738939458125
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 3 -0.439020591694915
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 4 -0.437261477884615
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 5 -0.310186545957447
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 6 -0.169970363039216
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 7 -0.471265710980392
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 8 -0.228296364146341
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 9 -0.445485397959184
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 10 -0.226010197889362
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 11 -0.490485807222222
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 12 -0.329827968269231
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 13 -0.451225931090909
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 14 -0.337086266574074
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 15 -0.313363553125
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 16 -0.493067129607843
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 17 -0.390912450416667
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 18 -0.579330320344828
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 19 -0.284060693125
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 20 -0.239444370019608
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 21 -0.404183875893617
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 22 -0.0876501605595238
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 23 -0.362708849411765
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 24 -0.441068689830508
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 25 -0.674513059846154
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 26 -0.334531344727273
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 27 -0.464610567058824
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 28 -0.325362338235294
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 29 -0.254485176020408
"Body Acceleration Jerk Magnetic-std()" "WALKING_UPSTAIRS" 30 -0.561837706461538
"Body Gyroscopic Magnetic-mean()" "LAYING" 1 -0.874759548
"Body Gyroscopic Magnetic-mean()" "LAYING" 2 -0.950011569583333
"Body Gyroscopic Magnetic-mean()" "LAYING" 3 -0.951564751451613
"Body Gyroscopic Magnetic-mean()" "LAYING" 4 -0.930236462592593
"Body Gyroscopic Magnetic-mean()" "LAYING" 5 -0.946938300576923
"Body Gyroscopic Magnetic-mean()" "LAYING" 6 -0.908980174736842
"Body Gyroscopic Magnetic-mean()" "LAYING" 7 -0.915793634807692
"Body Gyroscopic Magnetic-mean()" "LAYING" 8 -0.924253348518518
"Body Gyroscopic Magnetic-mean()" "LAYING" 9 -0.9071250998
"Body Gyroscopic Magnetic-mean()" "LAYING" 10 -0.937590998793103
"Body Gyroscopic Magnetic-mean()" "LAYING" 11 -0.952523752105263
"Body Gyroscopic Magnetic-mean()" "LAYING" 12 -0.9308405935
"Body Gyroscopic Magnetic-mean()" "LAYING" 13 -0.944303111935484
"Body Gyroscopic Magnetic-mean()" "LAYING" 14 -0.904665418431373
"Body Gyroscopic Magnetic-mean()" "LAYING" 15 -0.944605127222222
"Body Gyroscopic Magnetic-mean()" "LAYING" 16 -0.951777099571429
"Body Gyroscopic Magnetic-mean()" "LAYING" 17 -0.960733121690141
"Body Gyroscopic Magnetic-mean()" "LAYING" 18 -0.980740846769231
"Body Gyroscopic Magnetic-mean()" "LAYING" 19 -0.953263432771084
"Body Gyroscopic Magnetic-mean()" "LAYING" 20 -0.9604473725
"Body Gyroscopic Magnetic-mean()" "LAYING" 21 -0.949278890222222
"Body Gyroscopic Magnetic-mean()" "LAYING" 22 -0.926616373333333
"Body Gyroscopic Magnetic-mean()" "LAYING" 23 -0.949418000972222
"Body Gyroscopic Magnetic-mean()" "LAYING" 24 -0.953791512638889
"Body Gyroscopic Magnetic-mean()" "LAYING" 25 -0.809688545342466
"Body Gyroscopic Magnetic-mean()" "LAYING" 26 -0.951863594736842
"Body Gyroscopic Magnetic-mean()" "LAYING" 27 -0.966917594459459
"Body Gyroscopic Magnetic-mean()" "LAYING" 28 -0.93710692125
"Body Gyroscopic Magnetic-mean()" "LAYING" 29 -0.971923623043478
"Body Gyroscopic Magnetic-mean()" "LAYING" 30 -0.962284921142857
"Body Gyroscopic Magnetic-mean()" "SITTING" 1 -0.93089249
"Body Gyroscopic Magnetic-mean()" "SITTING" 2 -0.946035087173913
"Body Gyroscopic Magnetic-mean()" "SITTING" 3 -0.919354372307692
"Body Gyroscopic Magnetic-mean()" "SITTING" 4 -0.9260633138
"Body Gyroscopic Magnetic-mean()" "SITTING" 5 -0.934301646590909
"Body Gyroscopic Magnetic-mean()" "SITTING" 6 -0.932703812181818
"Body Gyroscopic Magnetic-mean()" "SITTING" 7 -0.897870535
"Body Gyroscopic Magnetic-mean()" "SITTING" 8 -0.93268224326087
"Body Gyroscopic Magnetic-mean()" "SITTING" 9 -0.9032355368
"Body Gyroscopic Magnetic-mean()" "SITTING" 10 -0.944202043703704
"Body Gyroscopic Magnetic-mean()" "SITTING" 11 -0.951884472075472
"Body Gyroscopic Magnetic-mean()" "SITTING" 12 -0.941907240784314
"Body Gyroscopic Magnetic-mean()" "SITTING" 13 -0.951142644081633
"Body Gyroscopic Magnetic-mean()" "SITTING" 14 -0.942756369259259
"Body Gyroscopic Magnetic-mean()" "SITTING" 15 -0.957331628305085
"Body Gyroscopic Magnetic-mean()" "SITTING" 16 -0.946417382463768
"Body Gyroscopic Magnetic-mean()" "SITTING" 17 -0.967177744375
"Body Gyroscopic Magnetic-mean()" "SITTING" 18 -0.977634992105263
"Body Gyroscopic Magnetic-mean()" "SITTING" 19 -0.942229043835616
"Body Gyroscopic Magnetic-mean()" "SITTING" 20 -0.939574435606061
"Body Gyroscopic Magnetic-mean()" "SITTING" 21 -0.964971113764706
"Body Gyroscopic Magnetic-mean()" "SITTING" 22 -0.942077432741935
"Body Gyroscopic Magnetic-mean()" "SITTING" 23 -0.936593426911765
"Body Gyroscopic Magnetic-mean()" "SITTING" 24 -0.964633252352941
